fund,action,rank,client_key,business_relationship,country,segment,score,current_target_aum_eur,total_relationship_aum_eur,reason_1,reason_2,reason_3
EdR SICAV - Millesima 2030,defend,4,EDR MONACO / Not Managed | MONACO | Bank / EdR Private Banking,EDR MONACO / Not Managed,MONACO,Bank / EdR Private Banking,76.62,26440269.0,70661190.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR SICAV - Millesima 2030,defend,5,"BOLTON GLOBAL CAPITAL, INC. / NSCC | UNITED STATES | Bank / Online Broker","BOLTON GLOBAL CAPITAL, INC. / NSCC",UNITED STATES,Bank / Online Broker,76.3,7942601.0,12636421.0,large installed holding in the target fund,target fund already matters within this relationship,large existing EdRAM relationship
EdR SICAV - Millesima 2030,defend,6,NATIXIS WEALTH MANAGEMENT / MFEX | FRANCE | Bank / Private Banking,NATIXIS WEALTH MANAGEMENT / MFEX,FRANCE,Bank / Private Banking,76.21,78720372.0,203717428.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR SICAV - Millesima 2030,defend,7,"BANKINTER, S.A. / ALLFUNDS | SPAIN | Bank / Retail","BANKINTER, S.A. / ALLFUNDS",SPAIN,Bank / Retail,76.05,48549609.0,164435198.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR SICAV - Millesima 2030,defend,8,MEDIOBANCA PREMIER (ex. CHEBANCA! S.P.A.) / AFB ITALY | ITALY | Bank / Retail,MEDIOBANCA PREMIER (ex. CHEBANCA! S.P.A.) / AFB ITALY,ITALY,Bank / Retail,75.97,18649785.0,23851191.0,large installed holding in the target fund,target fund already matters within this relationship,large existing EdRAM relationship
EdR SICAV - Millesima 2030,defend,9,EFG BANK (SUISSE) - CUSTODIAN | SWITZERLAND | Bank / Private Banking,EFG BANK (SUISSE) - CUSTODIAN,SWITZERLAND,Bank / Private Banking,75.34,1079679.0,1098348.0,large installed holding in the target fund,target fund already matters within this relationship,large existing EdRAM relationship
EdR SICAV - Millesima 2030,defend,10,EDR SUISSE - GENEVE / Advisory | SWITZERLAND | Bank / EdR Private Banking,EDR SUISSE - GENEVE / Advisory,SWITZERLAND,Bank / EdR Private Banking,75.27,70939461.0,270854383.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR SICAV - Millesima 2030,defend,11,INSIGNEO SECURITIES LLC / NSCC | UNITED STATES | Bank / Online Broker,INSIGNEO SECURITIES LLC / NSCC,UNITED STATES,Bank / Online Broker,74.84,6699080.0,13234748.0,large installed holding in the target fund,large existing EdRAM relationship,target fund already matters within this relationship
EdR SICAV - Millesima 2030,defend,12,"INSIGNEO INTERNATIONAL FINANCIAL SERVICES, LLC / NSCC | PUERTO RICO | Bank / Online Broker","INSIGNEO INTERNATIONAL FINANCIAL SERVICES, LLC / NSCC",PUERTO RICO,Bank / Online Broker,74.35,10323693.0,23401209.0,large installed holding in the target fund,large existing EdRAM relationship,fund already shows product-market fit in this country
EdR SICAV - Millesima 2030,defend,13,"EDR France, PBIA PARIS / Assurances Vie / Managed | FRANCE | Bank / EdR Private Banking","EDR France, PBIA PARIS / Assurances Vie / Managed",FRANCE,Bank / EdR Private Banking,73.73,105097197.0,566310302.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR SICAV - Millesima 2030,defend,14,CNP LUXEMBOURG | LUXEMBOURG | Insurance Company / Unit Link,CNP LUXEMBOURG,LUXEMBOURG,Insurance Company / Unit Link,73.68,12020250.0,14782189.0,large installed holding in the target fund,target fund already matters within this relationship,large existing EdRAM relationship
EdR SICAV - Millesima 2030,defend,15,"EDR EUROPE, SUCURSAL EM PORTUGAL / Advisory | PORTUGAL | Bank / EdR Private Banking","EDR EUROPE, SUCURSAL EM PORTUGAL / Advisory",PORTUGAL,Bank / EdR Private Banking,73.14,11015066.0,54952696.0,large installed holding in the target fund,large existing EdRAM relationship,fund already shows product-market fit in this country
EdR SICAV - Millesima 2030,defend,16,EDR MONACO / Advisory | MONACO | Bank / EdR Private Banking,EDR MONACO / Advisory,MONACO,Bank / EdR Private Banking,72.05,14656638.0,62700392.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR SICAV - Millesima 2030,defend,17,INSIGNEO SECURITIES LLC | UNITED STATES | Bank / Online Broker,INSIGNEO SECURITIES LLC,UNITED STATES,Bank / Online Broker,71.99,295768.0,295768.0,large installed holding in the target fund,target fund already matters within this relationship,fund already shows product-market fit in this country
EdR SICAV - Millesima 2030,defend,18,EDR SUISSE - ZURICH / Advisory | SWITZERLAND | Bank / EdR Private Banking,EDR SUISSE - ZURICH / Advisory,SWITZERLAND,Bank / EdR Private Banking,71.4,10414017.0,25261033.0,large installed holding in the target fund,large existing EdRAM relationship,target fund already matters within this relationship
EdR SICAV - Millesima 2030,defend,19,LATIN SECURITIES S.A. AGENTE DE VALORES / NSCC | URUGUAY | Bank / Online Broker,LATIN SECURITIES S.A. AGENTE DE VALORES / NSCC,URUGUAY,Bank / Online Broker,71.34,2513946.0,5392235.0,large installed holding in the target fund,large existing EdRAM relationship,fund already shows product-market fit in this country
EdR SICAV - Millesima 2030,defend,20,"EDR EUROPE, SUCURSAL EN ESPAÑA / ALLFUNDS INTERN. | SPAIN | Bank / EdR Private Banking","EDR EUROPE, SUCURSAL EN ESPAÑA / ALLFUNDS INTERN.",SPAIN,Bank / EdR Private Banking,71.19,25369576.0,149703671.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR SICAV - Millesima 2030,defend,21,"EDR FRANCE, DCP PROVINCE / ADVISORY | FRANCE | Bank / EdR Private Banking","EDR FRANCE, DCP PROVINCE / ADVISORY",FRANCE,Bank / EdR Private Banking,70.29,16057383.0,61397678.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR SICAV - Millesima 2030,defend,22,MIRABAUD FINANZAS SV. S.A. / ALLFUNDS | SPAIN | Bank / Private Banking,MIRABAUD FINANZAS SV. S.A. / ALLFUNDS,SPAIN,Bank / Private Banking,70.01,842111.0,842111.0,large installed holding in the target fund,target fund already matters within this relationship,large existing EdRAM relationship
EdR SICAV - Millesima 2030,defend,23,EDR SUISSE - GENEVE / Not Managed | SWITZERLAND | Bank / EdR Private Banking,EDR SUISSE - GENEVE / Not Managed,SWITZERLAND,Bank / EdR Private Banking,69.95,14145681.0,71028472.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR SICAV - Millesima 2030,defend,24,"EDR FRANCE, DCP PARIS / ADVISORY | FRANCE | Bank / EdR Private Banking","EDR FRANCE, DCP PARIS / ADVISORY",FRANCE,Bank / EdR Private Banking,69.92,20219637.0,86581089.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR SICAV - Millesima 2030,defend,25,ANDBANK / BANCO INVERSIS | SPAIN | Bank / Private Banking,ANDBANK / BANCO INVERSIS,SPAIN,Bank / Private Banking,69.55,13608649.0,68284252.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR SICAV - Millesima 2030,cross_sell,1,SWISSQUOTE BANK SA - CUSTODIAN | SWITZERLAND | Bank / Online Broker,SWISSQUOTE BANK SA - CUSTODIAN,SWITZERLAND,Bank / Online Broker,57.95,0.0,-37510.0,client already uses adjacent sleeves/products,segment is a natural fit for this fund,fund already shows product-market fit in this country
EdR SICAV - Millesima 2030,cross_sell,2,CAJA DE INGENIEROS / BANCO INVERSIS | SPAIN | Bank / Retail,CAJA DE INGENIEROS / BANCO INVERSIS,SPAIN,Bank / Retail,52.15,0.0,8146391.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR SICAV - Millesima 2030,cross_sell,3,BANCO ITAU INTERNATIONAL / ALLFUNDS INTER | UNITED STATES | Bank / Online Broker,BANCO ITAU INTERNATIONAL / ALLFUNDS INTER,UNITED STATES,Bank / Online Broker,51.24,0.0,338230.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR SICAV - Millesima 2030,cross_sell,4,BANQUE INTERNATIONALE A LUXEMBOURG / CUSTODIAN | LUXEMBOURG | Bank / Private Banking,BANQUE INTERNATIONALE A LUXEMBOURG / CUSTODIAN,LUXEMBOURG,Bank / Private Banking,49.96,0.0,74375139.0,segment is a natural fit for this fund,large existing EdRAM relationship,client already uses adjacent sleeves/products
EdR SICAV - Millesima 2030,cross_sell,5,INTERACTIVE BROKERS LLC / ALLFUNDS | UNITED STATES | Bank / Online Broker,INTERACTIVE BROKERS LLC / ALLFUNDS,UNITED STATES,Bank / Online Broker,48.13,0.0,111107.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR SICAV - Millesima 2030,cross_sell,6,REYL / ALLFUNDS INTERN | SWITZERLAND | Bank / Private Banking,REYL / ALLFUNDS INTERN,SWITZERLAND,Bank / Private Banking,48.04,0.0,17720281.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR SICAV - Millesima 2030,cross_sell,7,BANQUE RICHELIEU MONACO / FUND CHANNEL | MONACO | Bank / Private Banking,BANQUE RICHELIEU MONACO / FUND CHANNEL,MONACO,Bank / Private Banking,47.64,0.0,699493.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR SICAV - Millesima 2030,cross_sell,8,BANQUE POPULAIRE BOURGOGNE FRANCHE COMTE (Distribution) | FRANCE | Bank / Retail,BANQUE POPULAIRE BOURGOGNE FRANCHE COMTE (Distribution),FRANCE,Bank / Retail,47.54,0.0,1010254.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR SICAV - Millesima 2030,cross_sell,9,PUENTE SERVICIOS FINANCIEROS LLC / NSCC | UNITED STATES | Bank / Private Banking,PUENTE SERVICIOS FINANCIEROS LLC / NSCC,UNITED STATES,Bank / Private Banking,47.24,0.0,197815.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,fund already shows product-market fit in this country
EdR SICAV - Millesima 2030,cross_sell,10,CORNER BANCA SA | SWITZERLAND | Bank / Private Banking,CORNER BANCA SA,SWITZERLAND,Bank / Private Banking,47.01,0.0,7847748.0,segment is a natural fit for this fund,large existing EdRAM relationship,client already uses adjacent sleeves/products
EdR SICAV - Millesima 2030,cross_sell,11,EDR ITALIA PB/ALLFUNDS/Managed | ITALY | Bank / EdR Private Banking,EDR ITALIA PB/ALLFUNDS/Managed,ITALY,Bank / EdR Private Banking,46.72,0.0,135274793.0,large existing EdRAM relationship,segment is a natural fit for this fund,client already uses adjacent sleeves/products
EdR SICAV - Millesima 2030,cross_sell,12,"ACACIA INVERSION, SGIIC | SPAIN | Bank / Private Banking","ACACIA INVERSION, SGIIC",SPAIN,Bank / Private Banking,46.51,0.0,393148.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR SICAV - Millesima 2030,cross_sell,13,URQUIJO GESTION / ALLFUNDS | SPAIN | Bank / Private Banking,URQUIJO GESTION / ALLFUNDS,SPAIN,Bank / Private Banking,46.51,0.0,6506003.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR SICAV - Millesima 2030,cross_sell,14,PKB PRIVATBANK GENEVE | SWITZERLAND | Bank / Private Banking,PKB PRIVATBANK GENEVE,SWITZERLAND,Bank / Private Banking,45.88,0.0,2558751.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR SICAV - Millesima 2030,cross_sell,15,BANCO ALCALÁ / ALLFUNDS | SPAIN | Bank / Private Banking,BANCO ALCALÁ / ALLFUNDS,SPAIN,Bank / Private Banking,45.69,0.0,6378157.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR SICAV - Millesima 2030,cross_sell,16,LIBERBANK / CECA/ ALLFUNDS | SPAIN | Bank / Private Banking,LIBERBANK / CECA/ ALLFUNDS,SPAIN,Bank / Private Banking,45.58,0.0,5171699.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR SICAV - Millesima 2030,cross_sell,17,ODDO BHF (SUISSE) SA | SWITZERLAND | Bank / Private Banking,ODDO BHF (SUISSE) SA,SWITZERLAND,Bank / Private Banking,45.55,0.0,194408.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR SICAV - Millesima 2030,cross_sell,18,"UNION BANCAIRE PRIVEE, UBP / CLEARSTREAM | SWITZERLAND | Bank / Private Banking","UNION BANCAIRE PRIVEE, UBP / CLEARSTREAM",SWITZERLAND,Bank / Private Banking,45.4,0.0,5089015.0,segment is a natural fit for this fund,large existing EdRAM relationship,client already uses adjacent sleeves/products
EdR SICAV - Millesima 2030,cross_sell,19,ANDBANK ESPAÑA BANCA PRIVADA / QUINTET LUX | SPAIN | Bank / Private Banking,ANDBANK ESPAÑA BANCA PRIVADA / QUINTET LUX,SPAIN,Bank / Private Banking,45.23,0.0,3566800.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR SICAV - Millesima 2030,cross_sell,20,BANCA DELLO STATO DEL CANTONE TICINO - MFEX | SWITZERLAND | Bank / Private Banking,BANCA DELLO STATO DEL CANTONE TICINO - MFEX,SWITZERLAND,Bank / Private Banking,45.18,0.0,1553976.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR SICAV - Millesima 2030,cross_sell,21,ATLAS CAPITAL SPAIN / ALLFUNDS | SPAIN | Bank / Private Banking,ATLAS CAPITAL SPAIN / ALLFUNDS,SPAIN,Bank / Private Banking,45.17,0.0,145750.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR SICAV - Millesima 2030,cross_sell,22,ARQUIA BANCA / BANCO INVERSIS | SPAIN | Bank / Private Banking,ARQUIA BANCA / BANCO INVERSIS,SPAIN,Bank / Private Banking,45.11,0.0,1185676.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR SICAV - Millesima 2030,cross_sell,23,SG PRIVATE BANKING (SUISSE) SA - CUSTODIAN | SWITZERLAND | Bank / Private Banking,SG PRIVATE BANKING (SUISSE) SA - CUSTODIAN,SWITZERLAND,Bank / Private Banking,44.9,0.0,2079707.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR SICAV - Millesima 2030,cross_sell,24,TALENCE GESTION SGIIC S.A. | FRANCE | AM company / Fund of Funds,TALENCE GESTION SGIIC S.A.,FRANCE,AM company / Fund of Funds,44.83,0.0,-7964.0,client already uses adjacent sleeves/products,large existing EdRAM relationship,segment is a natural fit for this fund
EdR SICAV - Millesima 2030,cross_sell,25,CAJA ALMENDRALEJO / BANCO INVERSIS | SPAIN | Bank / Private Banking,CAJA ALMENDRALEJO / BANCO INVERSIS,SPAIN,Bank / Private Banking,44.73,0.0,2000263.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR SICAV - Millesima 2030,new_allocation,1,ARKEA DIRECT BANK / FORTUNEO | FRANCE | Bank / Online Broker,ARKEA DIRECT BANK / FORTUNEO,FRANCE,Bank / Online Broker,77.07,0.0,9739357.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR SICAV - Millesima 2030,new_allocation,2,BFORBANK / FUND CHANNEL | FRANCE | Bank / Online Broker,BFORBANK / FUND CHANNEL,FRANCE,Bank / Online Broker,76.57,0.0,2846262.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR SICAV - Millesima 2030,new_allocation,3,BOURSORAMA | FRANCE | Bank / Online Broker,BOURSORAMA,FRANCE,Bank / Online Broker,75.4,0.0,30909499.0,segment is a natural fit for this fund,large existing EdRAM relationship,low current exposure leaves whitespace for a new sleeve
EdR SICAV - Millesima 2030,new_allocation,4,PROMEPAR ASSET MANAGEMENT | FRANCE | Bank / Retail,PROMEPAR ASSET MANAGEMENT,FRANCE,Bank / Retail,75.18,0.0,4011304.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR SICAV - Millesima 2030,new_allocation,5,ARGENTA SPAARBANK - BELGIQUE | BELGIUM | Bank / Retail,ARGENTA SPAARBANK - BELGIQUE,BELGIUM,Bank / Retail,74.21,0.0,15572652.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR SICAV - Millesima 2030,new_allocation,6,EASYBOURSE | FRANCE | Bank / Online Broker,EASYBOURSE,FRANCE,Bank / Online Broker,73.8,0.0,900267.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR SICAV - Millesima 2030,new_allocation,7,BANCO SABADELL / ALLFUNDS | SPAIN | Bank / Retail,BANCO SABADELL / ALLFUNDS,SPAIN,Bank / Retail,73.0,0.0,15543403.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR SICAV - Millesima 2030,new_allocation,8,CRCAM NORD DE FRANCE (Distribution) / FUND CHANNEL | FRANCE | Bank / Retail,CRCAM NORD DE FRANCE (Distribution) / FUND CHANNEL,FRANCE,Bank / Retail,72.87,0.0,458253.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR SICAV - Millesima 2030,new_allocation,9,CRCAM CENTRE FRANCE (Distribution) / FUND CHANNEL | FRANCE | Bank / Retail,CRCAM CENTRE FRANCE (Distribution) / FUND CHANNEL,FRANCE,Bank / Retail,72.86,0.0,900809.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR SICAV - Millesima 2030,new_allocation,10,BCEEL / INTESA / ALLFUNDS | LUXEMBOURG | Bank / Retail,BCEEL / INTESA / ALLFUNDS,LUXEMBOURG,Bank / Retail,72.65,0.0,482460.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR SICAV - Millesima 2030,new_allocation,11,CRCAM FRANCHE COMTE (Distribution) / FUND CHANNEL | FRANCE | Bank / Retail,CRCAM FRANCHE COMTE (Distribution) / FUND CHANNEL,FRANCE,Bank / Retail,72.43,0.0,105131.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR SICAV - Millesima 2030,new_allocation,12,CIC-EST (CAISSE FEDERALE DE CREDIT MUTUEL) | FRANCE | Bank / Retail,CIC-EST (CAISSE FEDERALE DE CREDIT MUTUEL),FRANCE,Bank / Retail,72.41,0.0,4776250.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR SICAV - Millesima 2030,new_allocation,13,MILLEIS BANQUE FRANCE | FRANCE | Bank / Private Banking,MILLEIS BANQUE FRANCE,FRANCE,Bank / Private Banking,72.19,0.0,1151523.0,low current exposure leaves whitespace for a new sleeve,segment is a natural fit for this fund,large existing EdRAM relationship
EdR SICAV - Millesima 2030,new_allocation,14,CREDIT MUTUEL ARKEA (DISTRIBUTION) | FRANCE | Bank / Retail,CREDIT MUTUEL ARKEA (DISTRIBUTION),FRANCE,Bank / Retail,71.98,0.0,1589480.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR SICAV - Millesima 2030,new_allocation,15,CA INDOSUEZ / FUND CHANNEL | FRANCE | Bank / Private Banking,CA INDOSUEZ / FUND CHANNEL,FRANCE,Bank / Private Banking,71.91,0.0,32160140.0,large existing EdRAM relationship,low current exposure leaves whitespace for a new sleeve,segment is a natural fit for this fund
EdR SICAV - Millesima 2030,new_allocation,16,PRO CAPITAL SOCIEDAD DE BOLSA S.A. / NSCC | URUGUAY | Bank / Online Broker,PRO CAPITAL SOCIEDAD DE BOLSA S.A. / NSCC,URUGUAY,Bank / Online Broker,71.24,0.0,267014.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR SICAV - Millesima 2030,new_allocation,17,"BANCO BPI, SA / ALLFUNDS | PORTUGAL | Bank / Retail","BANCO BPI, SA / ALLFUNDS",PORTUGAL,Bank / Retail,71.05,0.0,656919.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR SICAV - Millesima 2030,new_allocation,18,SANTANDER SECURITIES SERVICES SA / ALLFUNDS | SPAIN | Bank / Retail,SANTANDER SECURITIES SERVICES SA / ALLFUNDS,SPAIN,Bank / Retail,70.97,0.0,7254416.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR SICAV - Millesima 2030,new_allocation,19,GONET & CIE SA | SWITZERLAND | Bank / Private Banking,GONET & CIE SA,SWITZERLAND,Bank / Private Banking,70.73,0.0,4262840.0,low current exposure leaves whitespace for a new sleeve,segment is a natural fit for this fund,large existing EdRAM relationship
EdR SICAV - Millesima 2030,new_allocation,20,CIC - NORD OUEST | FRANCE | Bank / Retail,CIC - NORD OUEST,FRANCE,Bank / Retail,70.71,0.0,185711.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR SICAV - Millesima 2030,new_allocation,21,CIC - OUEST / without rebate | FRANCE | Bank / Retail,CIC - OUEST / without rebate,FRANCE,Bank / Retail,70.24,0.0,81733.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR SICAV - Millesima 2030,new_allocation,22,CRCAM SUD RHONE ALPES (Distribution) / FUND CHANNEL | FRANCE | Bank / Retail,CRCAM SUD RHONE ALPES (Distribution) / FUND CHANNEL,FRANCE,Bank / Retail,70.23,0.0,278763.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR SICAV - Millesima 2030,new_allocation,23,CRCAM TOURAINE ET POITOU (Distribution) / FUND CHANNEL | FRANCE | Bank / Retail,CRCAM TOURAINE ET POITOU (Distribution) / FUND CHANNEL,FRANCE,Bank / Retail,70.21,0.0,93200.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR SICAV - Millesima 2030,new_allocation,24,CRCAM PYRENEES GASCOGNE (Distribution) / FUND CHANNEL | FRANCE | Bank / Retail,CRCAM PYRENEES GASCOGNE (Distribution) / FUND CHANNEL,FRANCE,Bank / Retail,70.13,0.0,220832.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR SICAV - Millesima 2030,new_allocation,25,SAXO BANK A/S / ALLFUNDS INTERN | DENMARK | Bank / Online Broker,SAXO BANK A/S / ALLFUNDS INTERN,DENMARK,Bank / Online Broker,70.12,0.0,768158.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR SICAV - Millesima 2032,defend,1,EDRAM FUNDS | WORLD | AM company / EdR Fund of Funds,EDRAM FUNDS,WORLD,AM company / EdR Fund of Funds,76.96,6533150.0,730478739.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR SICAV - Millesima 2032,defend,2,EDR MONACO / Advisory | MONACO | Bank / EdR Private Banking,EDR MONACO / Advisory,MONACO,Bank / EdR Private Banking,72.99,3146510.0,62700392.0,large installed holding in the target fund,large existing EdRAM relationship,fund already shows product-market fit in this country
EdR SICAV - Millesima 2032,defend,3,EDR MONACO / Not Managed | MONACO | Bank / EdR Private Banking,EDR MONACO / Not Managed,MONACO,Bank / EdR Private Banking,68.15,401900.0,70661190.0,large installed holding in the target fund,large existing EdRAM relationship,fund already shows product-market fit in this country
EdR SICAV - Millesima 2032,defend,4,"EDR FRANCE, DCP PARIS / ADVISORY | FRANCE | Bank / EdR Private Banking","EDR FRANCE, DCP PARIS / ADVISORY",FRANCE,Bank / EdR Private Banking,63.94,1480977.0,86581089.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR SICAV - Millesima 2032,defend,5,"EDR France, PBIA PARIS / Assurances Vie / Managed | FRANCE | Bank / EdR Private Banking","EDR France, PBIA PARIS / Assurances Vie / Managed",FRANCE,Bank / EdR Private Banking,63.85,782650.0,566310302.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR SICAV - Millesima 2032,defend,6,"EDR FRANCE, DCP PROVINCE / ADVISORY | FRANCE | Bank / EdR Private Banking","EDR FRANCE, DCP PROVINCE / ADVISORY",FRANCE,Bank / EdR Private Banking,63.4,1039594.0,61397678.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR SICAV - Millesima 2032,defend,7,"EDR FRANCE, DCP PARIS / NOT MANAGED | FRANCE | Bank / EdR Private Banking","EDR FRANCE, DCP PARIS / NOT MANAGED",FRANCE,Bank / EdR Private Banking,60.61,300199.0,48653906.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR SICAV - Millesima 2032,defend,8,EDR SUISSE - CUSTODIAN | SWITZERLAND | Bank / EdR Private Banking,EDR SUISSE - CUSTODIAN,SWITZERLAND,Bank / EdR Private Banking,59.77,603300.0,23273660.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR SICAV - Millesima 2032,defend,9,EDR EUROPE - CUSTODIAN | LUXEMBOURG | Bank / EdR Private Banking,EDR EUROPE - CUSTODIAN,LUXEMBOURG,Bank / EdR Private Banking,58.73,361596.0,27093698.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR SICAV - Millesima 2032,defend,10,"EDR FRANCE, DCP LYON /  NOT MANAGED | FRANCE | Bank / EdR Private Banking","EDR FRANCE, DCP LYON /  NOT MANAGED",FRANCE,Bank / EdR Private Banking,58.66,351521.0,6521261.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR SICAV - Millesima 2032,defend,11,"EDR EUROPE, SUCURSAL EM PORTUGAL / Advisory | PORTUGAL | Bank / EdR Private Banking","EDR EUROPE, SUCURSAL EM PORTUGAL / Advisory",PORTUGAL,Bank / EdR Private Banking,55.88,85404.0,54952696.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR SICAV - Millesima 2032,defend,12,"INSIGNEO INTERNATIONAL FINANCIAL SERVICES, LLC / NSCC | PUERTO RICO | Bank / Online Broker","INSIGNEO INTERNATIONAL FINANCIAL SERVICES, LLC / NSCC",PUERTO RICO,Bank / Online Broker,52.4,54489.0,23401209.0,large installed holding in the target fund,large existing EdRAM relationship,fund already shows product-market fit in this country
EdR SICAV - Millesima 2032,defend,13,GENERALI VIE (DISTRIBUTION) | FRANCE | Insurance Company / Unit Link,GENERALI VIE (DISTRIBUTION),FRANCE,Insurance Company / Unit Link,51.13,31761.0,309114994.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR SICAV - Millesima 2032,defend,14,EDR FRANCE / DCP | FRANCE | Bank / EdR Private Banking,EDR FRANCE / DCP,FRANCE,Bank / EdR Private Banking,45.64,100186.0,-606043.0,large installed holding in the target fund,broad wallet makes the relationship commercially important,segment is a natural fit for this fund
